345,22	-59,01
345,44	-59,01
345,66	-59,01
345,88	-5,55
346,10	25,66
346,32	-66,32
346,54	-13,46
346,75	-11,98
346,97	-9,31
347,19	-8,32
347,41	-5,87
347,63	-5,62
347,85	-1,12
348,07	-7,49
348,29	-9,09
348,51	-11,13
348,73	-21,35
348,95	-27,03
349,16	-21,28
349,38	-18,05
349,60	-11,16
349,82	-0,85
350,04	8,86
350,26	9,22
350,48	7,00
350,70	6,32
350,92	8,53
351,14	14,87
351,35	11,04
351,57	13,27
351,79	18,68
352,01	11,29
352,23	11,03
352,45	9,40
352,67	2,74
352,89	-1,73
353,10	-1,14
353,32	-7,31
353,54	1,63
353,76	0,19
353,98	5,55
354,20	9,47
354,42	2,87
354,64	1,95
354,85	7,66
355,07	8,59
355,29	6,22
355,51	5,56
355,73	3,60
355,95	0,38
356,17	4,52
356,38	-1,10
356,60	3,58
356,82	-0,61
357,04	0,83
357,26	16,86
357,48	11,42
357,69	6,45
357,91	7,79
358,13	7,45
358,35	8,55
358,57	13,22
358,79	16,69
359,01	19,99
359,22	21,52
359,44	21,92
359,66	16,68
359,88	11,25
360,10	1,98
360,32	2,75
360,53	7,98
360,75	6,39
360,97	10,31
361,19	5,32
361,41	1,84
361,62	-3,16
361,84	-6,49
362,06	-0,83
362,28	0,53
362,50	5,34
362,72	11,63
362,93	19,18
363,15	15,13
363,37	10,53
363,59	10,70
363,81	8,39
364,02	12,26
364,24	11,08
364,46	12,01
364,68	15,33
364,90	8,05
365,11	3,99
365,33	0,24
365,55	2,36
365,77	-0,87
365,99	0,78
366,20	8,02
366,42	13,61
366,64	15,72
366,86	13,94
367,07	18,54
367,29	16,52
367,51	17,36
367,73	15,00
367,95	9,73
368,16	14,83
368,38	10,43
368,60	2,80
368,82	4,25
369,03	1,35
369,25	-10,69
369,47	-15,59
369,69	-16,69
369,91	-23,99
370,12	-29,08
370,34	-31,62
370,56	-27,71
370,78	-28,02
370,99	-25,99
371,21	-27,87
371,43	-26,18
371,65	-11,97
371,86	-10,53
372,08	1,62
372,30	1,11
372,52	2,73
372,73	4,41
372,95	12,38
373,17	17,31
373,39	14,42
373,60	17,12
373,82	14,50
374,04	14,33
374,26	17,48
374,47	6,17
374,69	4,47
374,91	1,22
375,12	1,74
375,34	2,17
375,56	-3,19
375,78	-11,36
375,99	-12,84
376,21	-14,37
376,43	-17,36
376,65	-21,71
376,86	-18,89
377,08	-21,10
377,30	-17,53
377,51	-17,19
377,73	-21,60
377,95	-21,86
378,17	-22,28
378,38	-11,90
378,60	-7,30
378,82	-6,10
379,03	-3,30
379,25	-1,93
379,47	-4,95
379,68	-9,52
