345,22	-116,34
345,44	-116,34
345,66	-116,34
345,88	-6,03
346,10	30,75
346,32	-4,88
346,54	-12,31
346,75	-0,16
346,97	0,77
347,19	6,13
347,41	2,67
347,63	-1,69
347,85	-1,18
348,07	-5,85
348,29	-6,11
348,51	-10,43
348,73	-19,63
348,95	-22,17
349,16	-17,61
349,38	-19,73
349,60	-23,90
349,82	-5,12
350,04	6,03
350,26	10,35
350,48	12,65
350,70	11,97
350,92	8,41
351,14	9,68
351,35	11,04
351,57	14,37
351,79	20,04
352,01	12,32
352,23	16,14
352,45	21,39
352,67	7,47
352,89	-2,17
353,10	-6,33
353,32	-9,63
353,54	-9,12
353,76	-8,71
353,98	-4,03
354,20	-4,28
354,42	-9,44
354,64	-16,48
354,85	-17,33
355,07	-18,94
355,29	-25,03
355,51	-21,22
355,73	-20,21
355,95	-21,98
356,17	-19,11
356,38	-19,79
356,60	-16,22
356,82	-22,25
357,04	-21,41
357,26	-12,25
357,48	-7,33
357,69	-4,42
357,91	-4,93
358,13	-1,03
358,35	-2,47
358,57	2,20
358,79	13,38
359,01	15,50
359,22	16,61
359,44	23,79
359,66	23,11
359,88	17,00
360,10	15,81
360,32	9,47
360,53	10,22
360,75	4,95
360,97	1,46
361,19	3,32
361,41	-0,84
361,62	-10,68
361,84	-16,13
362,06	-13,51
362,28	-14,76
362,50	-19,30
362,72	-18,61
362,93	-11,49
363,15	-7,19
363,37	-7,88
363,59	1,90
363,81	7,14
364,02	10,00
364,24	9,15
364,46	14,00
364,68	17,83
364,90	19,24
365,11	6,51
365,33	6,78
365,55	11,36
365,77	0,60
365,99	-4,50
366,20	-0,08
366,42	-5,09
366,64	-9,31
366,86	-17,43
367,07	-18,54
367,29	-21,08
367,51	-17,44
367,73	-16,73
367,95	-8,73
368,16	-3,71
368,38	-3,20
368,60	-7,88
368,82	-6,26
369,03	-6,02
369,25	-5,85
369,47	-8,91
369,69	-10,85
369,91	-9,14
370,12	-8,81
370,34	-19,34
370,56	-24,85
370,78	-26,12
370,99	-21,80
371,21	-22,83
371,43	-16,88
371,65	-13,14
371,86	-20,69
372,08	-20,09
372,30	-15,93
372,52	-12,69
372,73	-13,45
372,95	-14,65
373,17	-6,99
373,39	-7,32
373,60	-6,23
373,82	-15,91
374,04	-17,02
374,26	-15,50
374,47	-18,97
374,69	-14,47
374,91	-12,43
375,12	-14,13
375,34	-14,55
375,56	-15,49
375,78	-17,28
375,99	-15,10
376,21	-16,20
376,43	-19,00
376,65	-13,30
376,86	-12,78
377,08	-10,15
377,30	-4,12
377,51	-9,98
377,73	-7,05
377,95	-6,46
378,17	-3,42
378,38	3,48
378,60	5,61
378,82	3,25
379,03	7,25
379,25	4,70
379,47	2,50
379,68	-1,72
379,90	-4,01
380,12	-6,55
380,34	-1,03
380,55	-2,87
380,77	-4,40
380,99	-2,11
381,20	-8,48
381,42	2,60
381,64	2,52
