0	5,5	4,58070556640625	1373176	4,580705566
1	5,62	-1,05605438786739E-002+0,272400739434912i	124834,1818	0,27260537
2	5,77	2,77250856920006E-002+0,168446978930103i	65389,33333	0,1707134
3	5,91	1,93671800033143E-002+0,104035146901034i	44296	0,10582249
4	6,02	3,95028893564092E-003+6,70113497149549E-002i	33492,09756	0,067127683
5	6,07	3,20998565997121E-003+6,05757523941452E-002i	26925,01961	0,060660743
6	6,08	-2,0197433865449E-004+4,91002665269671E-002i	22511,08197	0,049100682
7	6	-3,51928063962626E-004+3,68496159061081E-002i	19340,50704	0,036851296
8	5,88	1,75899297395829E-003+3,80095333027248E-002i	16952,79012	0,038050213
9	5,72	1,02338276181159E-003+3,27011775642594E-002i	15089,84615	0,032717187
10	5,56	1,55246811209673E-003+2,78288729743219E-002i	13595,80198	0,027872143
11	5,36	2,35894799327525E-003+2,26180591283442E-002i	12370,95495	0,02274074
12	5,21	1,75802164571094E-003+2,8060538855694E-002i	11348,56198	0,028115556
13	5,09	-2,2235224362619E-003+2,53399047013496E-002i	10482,25954	0,025437272
14	5	-2,32770310958197E-003+1,90372048668082E-002i	9738,836879	0,019178983
15	4,98	-4,16388698647817E-004+1,75121881299354E-002i	9093,880795	0,017517138
16	5,01	2,9092934024876E-003+1,7090982001324E-002i	8529,043478	0,017336829
17	5,1	5,62660224164075E-004+1,68983332840629E-002i	8030,269006	0,016907698
18	5,21	8,77212885284527E-004+1,55242279916412E-002i	7586,607735	0,015548992
19	5,32	1,71942181960459E-003+1,56991570129863E-002i	7189,403141	0,015793035
20	5,43	4,39811922282797E-003+1,45543829144077E-002i	6831,721393	0,015204391
21	5,5	9,79403848907877E-004+1,21976215673823E-002i	6507,943128	0,012236879
22	5,54	4,14619151130723E-004+1,14427682737236E-002i	6213,466063	0,011450277
23	5,55	4,62139149805688E-003+7,8712481033146E-003i	5944,484848	0,00912764
24	5,49	5,88930071225725E-003+1,21064997956993E-002i	5697,825726	0,013462957
25	5,41	1,86726656612091E-003+1,25741453590781E-002i	5470,820717	0,012712034
26	5,32	-1,3032497728722E-004+1,05563431493679E-002i	5261,210728	0,010557148
27	5,22	3,9793665068586E-003+6,56671452348679E-003i	5067,070111	0,007678353
28	5,15	4,25857274866334E-003+1,13131026001113E-002i	4886,747331	0,012088082
29	5,1	1,14355895746687E-003+1,13433634069123E-002i	4718,817869	0,011400861
30	5,1	2,33812141133158E-003+6,16817655041305E-003i	4562,046512	0,006596455
31	5,14	5,91106434132021E-003+8,14511876522725E-003i	4415,356913	0,010063977
32	5,25	6,17251833803559E-003+1,25906716686482E-002i	4277,806854	0,014022304
33	5,39	-4,63785007001202E-005+9,34380636210551E-003i	4148,567976	0,009343921
34	5,56	3,91024544882692E-003+3,41256535292721E-003i	4026,909091	0,005189954
35	5,75	4,78162876064341E-003+6,6137188012154E-003i	3912,182336	0,008161204
36	5,9	5,86390280426504E-003+8,95546874106851E-003i	3803,811634	0,010704475
37	6,02	2,24705081409324E-003+6,84338658271562E-003i	3701,283019	0,007202859
38	6,08	4,05808856233165E-003+5,58017777161961E-003i	3604,136483	0,006899744
39	6,09	3,90228551142472E-003+6,80959434039612E-003i	3511,959079	0,007848465
40	6	5,61584898959562E-003+6,15605587151503E-003i	3424,379052	0,008332754
41	5,93	3,80074260377284E-003+8,25145980692156E-003i	3341,060827	0,009084725
42	5,76	3,64602527546097E-003+5,1485977581487E-003i	3261,700713	0,006308848
43	5,6	4,76995188303726E-003+5,81203537687076E-003i	3186,023202	0,00751879
44	5,43	6,26411702069129E-003+6,50399799945629E-003i	3113,777778	0,009030014
45	5,3	2,25223195426899E-003+7,86688712302662E-003i	3044,736142	0,008182937
46	5,2	4,25554231944117E-003+1,41803178052042E-003i	2978,689805	0,004485583
47	5,14	6,86723077497048E-003+3,61704663650054E-003i	2915,447983	0,007761565
48	5,12	4,49536181489167E-003+7,44887776808085E-003i	2854,835759	0,008700233
49	5,14	-2,47355451725435E-004+6,72558828643977E-003i	2796,692464	0,006730135
50	5,2	3,96824294693339E-003+2,61398800908206E-003i	2740,870259	0,00475183
51	5,27	6,71566167223026E-003+6,14621405832317E-003i	2687,232877	0,009103629
52	5,35	1,29363222800228E-003+8,49390989950845E-003i	2635,654511	0,008591856
53	5,42	4,72271544889415E-004+6,23489203477931E-003i	2586,018832	0,006252753
54	5,46	2,77420933099341E-003+3,14202298934356E-003i	2538,218115	0,004191485
55	5,45	6,2602763083074E-003+6,89581072563979E-003i	2492,15245	0,009313606
56	5,43	2,06129709447255E-003+8,71922620118572E-003i	2447,729055	0,008959568
57	5,36	4,83678783525704E-003+8,34082859088228E-003i	2404,861646	0,009641781
58	5,23	1,45755865354964E-003+3,99479510849603E-003i	2363,46988	0,004252395
59	5,11	3,1243009924219E-003+7,29777941009193E-003i	2323,478849	0,007938441
60	5,01	3,23365212170151E-003+7,77848201940885E-003i	2284,818636	0,008423852
61	4,9	3,278422853359E-003+5,40846967770329E-003i	2247,423895	0,006324524
62	4,87	2,29424587380082E-003+4,62583160528953E-003i	2211,233494	0,005163515
63	4,89	7,53220665682753E-003+7,57521000578679E-003i	2176,190174	0,0106826
64	4,96	4,16489855661625E-003+1,13555601578129E-002i	2142,24025	0,012095252
65	5,13	1,28721853481769E-003+6,28702668703985E-003i	2109,333333	0,006417448
66	5,29	1,40374056465348E-003+3,38662345046334E-003i	2077,422088	0,00366602
67	5,49	7,5831686729841E-003+5,74788022598025E-003i	2046,461997	0,009515386
68	5,72	7,14458411699479E-004+8,64846441699442E-003i	2016,41116	0,008677925
69	5,91	1,39206293252853E-003+3,53441288081384E-003i	1987,230101	0,003798673
70	6,04	4,65312270796666E-003+1,33068720760552E-003i	1958,881598	0,004839657
71	5,63	6,48936018925413E-003+6,42164156509519E-003i	1931,33052	0,009129582
72	5,7	2,49548921186513E-003+7,77520424591927E-003i	1904,543689	0,00816586
73	5,72	3,39729366373021E-003+4,39237599452664E-003i	1878,48974	0,005552889
74	5,71	3,74864590777933E-003+3,86668019125724E-003i	1853,139001	0,005385496
75	5,67	3,65322012190605E-003+3,66334620271533E-003i	1828,463382	0,005173599
76	5,62	4,93588622319082E-003+5,54450283981963E-003i	1804,436268	0,007423239
77	5,58	7,42830746719994E-003+2,47793492647981E-003i	1781,032425	0,007830703
78	5,56	3,1224234549791E-003+2,24022423169364E-003i	1758,227913	0,003842933
79	5,63	5,09785996906424E-003+1,82814271235518E-003i	1736	0,005415744
80	5,62	4,10551429438901E-003+5,9451612235278E-003i	1714,327091	0,00722497
81	5,69	2,96164628229874E-003-2,3822614011234E-003i	1693,188656	0,003800858
82	5,78	2,80393398841173E-003+4,24767881931758E-004i	1672,565164	0,002835926
83	5,91	9,16648889839771E-003+2,3924655543752E-003i	1652,438026	0,009473564
84	6	1,2747219821313E-003+7,71523881116458E-003i	1632,789536	0,007819835
85	6,12	-4,631451385175E-005+1,09122917673517E-003i	1613,60282	0,001092212
86	6,18	5,84425508967074E-003+2,31861710968679E-003i	1594,861789	0,006287392
87	6,2	8,11548847307445E-003+2,47648540181666E-003i	1576,551091	0,008484936
88	6,14	3,04464642663483E-003+6,31516138241964E-003i	1558,656073	0,007010787
89	6,04	2,65156995917438E-003+1,06283719330623E-003i	1541,162738	0,002856649
90	5,89	7,75127776663851E-003+4,94459463833814E-003i	1524,057714	0,009194092
91	5,71	2,2781360045835E-003+3,85017271834312E-003i	1507,328211	0,004473671
92	5,47	5,26689663342942E-003+2,43540780181288E-003i	1490,961998	0,005802707
93	5,26	6,90563289445499E-003-6,00873860711245E-003i	1474,947368	0,009153836
94	5,04	1,3832544047827E-002+6,96857085105856E-003i	1459,273114	0,015488714
95	4,88	1,12156287032198E-002+6,39999985703782E-003i	1443,928496	0,012913184
96	4,78	1,06192573885457E-002+2,88922630331772E-003i	1428,903226	0,011005283
97	4,74	2,25838028445378E-003+3,17029547557902E-003i	1414,187436	0,003892436
98	4,75	1,31528280562666E-002+7,58389887985757E-004i	1399,771662	0,013174674
99	4,83	9,49447461521353E-003+6,71869968873409E-005i	1385,646821	0,009494712
100	4,98	1,94957761872265E-002+6,09655412283605E-004i	1371,804196	0,019505306
101	5,12	7,7591071590868E-003+5,53657661064181E-003i	1358,23541	0,009531916
102	5,29	1,31507338349175E-002+8,51282223730199E-003i	1344,932419	0,015665566
103	5,44	1,34004415901543E-002-1,14618741354811E-002i	1331,887488	0,017633672
104	5,57	1,35571724436554E-002-1,13718541297424E-002i	1319,09318	0,017695084
105	5,65	1,46474272167982E-002+4,11872211244091E-003i	1306,542341	0,015215485
106	5,7	1,67601669452868E-002-3,3356760057052E-003i	1294,228087	0,017088883
107	5,72	1,46823626484462E-002+7,35899446986709E-003i	1282,143791	0,016423354
108	5,69	1,1844507026473E-002+2,56159547970376E-003i	1270,283071	0,012118338
109	5,65	6,42476478936225E-003+5,39186139131118E-003i	1258,63978	0,008387477
110	5,64	1,17784348082893E-002+3,44009062647526E-003i	1247,207993	0,012270524
111	5,62	1,49969328579745E-002+1,60371831291038E-002i	1235,981998	0,021956758
112	5,64	1,43496215193398E-002+6,00066134984732E-003i	1224,956289	0,015553764
113	5,67	2,74173456309125E-002+2,8925262799744E-002i	1214,125553	0,039854506
114	5,72	2,33199007436811E-002+3,37392366718563E-003i	1203,484663	0,023562706
115	5,83	7,98530775083766E-003+2,16876507804748E-002i	1193,028671	0,023111022
116	5,92	2,09501072432061E-002+3,56877259686725E-003i	1182,752799	0,021251897
117	6,03	6,0953152438879E-002+5,63361971285272E-003i	1172,652434	0,061212944
118	6,13	2,85766302242152E-002-5,67807388258874E-003i	1162,723116	0,029135276
119	6,19	2,65574970182472E-002+2,5396076626647E-002i	1152,960537	0,036745903
120	6,2	4,08743760868758E-002-5,55358462236538E-003i	1143,360533	0,041249932
121	6,16	8,09625090364553E-002+3,39444266490497E-002i	1133,919075	0,087790387
122	6,07	-3,7261182021116E-002+3,68050272897252E-002i	1124,632269	0,052373712
123	5,93	0,102575380563882-0,100607839037766i	1115,496344	0,143678968
124	5,73	0,251420182684452-4,91238854058062E-002i	1106,507655	0,256174285
125	5,47	-0,163315783664389-1,91626701752095E-003i	1097,66267	0,163327026
126	5,27	-0,237157691424832+9,86709312900372E-002i	1088,95797	0,256865185
127	5,06	2,77567638103528E-002-0,279021170946205i	1080,390244	0,28039838
