0;1,52;1,83317138671875;1373176;1,833171387
1;1,01;-6,46408232567407E-002-8,5205144978704E-003i;124834,1818;0,065199963
2;0,52;-6,26115052977004E-003+7,96474883569231E-003i;65389,33333;0,010131102
3;0,21;1,58264635480945E-002-1,71505587004531E-002i;44296;0,023337065
4;0,1;-2,10232539607528E-004-2,09120836647018E-003i;33492,09756;0,002101749
5;0,15;5,98843708157635E-003+3,11182249870847E-003i;26925,01961;0,00674869
6;0,37;1,02177894942078E-002+3,67612172086655E-003i;22511,08197;0,010858964
7;0,65;-6,72333086800652E-003+8,67826560833854E-003i;19340,50704;0,010977954
8;1,28;-3,40196504715379E-003+7,10107622500579E-003i;16952,79012;0,007873922
9;1,88;1,98653282887226E-003+4,21356660832702E-003i;15089,84615;0,004658375
10;2,35;-4,10961009030572E-003-3,18857634179462E-003i;13595,80198;0,00520153
11;2,78;-1,16022710787994E-003+1,79929460767379E-003i;12370,95495;0,002140932
12;3,31;3,24385643989054E-003+9,47110282802377E-003i;11348,56198;0,010011213
13;3,3;-3,80859358065347E-003-3,9948133794958E-004i;10482,25954;0,003829487
14;3,16;-4,73227085885193E-003+9,16570766579234E-004i;9738,836879;0,004820217
15;2,81;-8,68657910132387E-004+7,58714085699323E-003i;9093,880795;0,007636706
16;2,4;-7,31319720439804E-004+2,07860238673138E-003i;8529,043478;0,002203501
17;1,77;8,18948478626108E-004-5,47680461718686E-003i;8030,269006;0,005537695
18;1,34;1,03583076394407E-003+6,8965955381209E-003i;7586,607735;0,00697395
19;0,83;-1,18250654086632E-003+1,97810078161894E-003i;7189,403141;0,002304605
20;0,41;-1,56072167065975E-003+2,88503522035933E-003i;6831,721393;0,003280134
21;0,16;-1,21621546746544E-003+2,89697196975292E-003i;6507,943128;0,003141914
22;0,09;1,64203448492685E-003-9,67202830251818E-004i;6213,466063;0,001905717
23;0,23;3,40399550789522E-006+3,009188783525E-003i;5944,484848;0,003009191
24;0,67;-7,21086165803035E-003+5,25828515537649E-003i;5697,825726;0,008924466
25;1,16;-3,72792153923526E-003+2,72699619120953E-003i;5470,820717;0,004618864
26;1,64;-4,00535023994117E-003+1,84026990818096E-003i;5261,210728;0,004407882
27;2,54;-8,14134630325502E-003+4,32309650890971E-003i;5067,070111;0,009217954
28;2,85;-5,91127629349179E-003-3,39144844954102E-004i;4886,747331;0,005920997
29;3,36;1,02387581780493E-003-5,03468065813887E-004i;4718,817869;0,001140965
30;3,44;-3,61680575798443E-003+1,03701164518151E-003i;4562,046512;0,003762536
31;3,28;-5,78385691745754E-003-2,76599315806788E-003i;4415,356913;0,006411218
32;3,11;2,67212056566827E-003-5,2852614809138E-003i;4277,806854;0,005922349
33;2,78;6,42348006033531E-004+2,26934235851625E-003i;4148,567976;0,002358501
34;2,19;-2,52120693503637E-003+5,35757067369068E-003i;4026,909091;0,005921153
35;1,5;-5,89468963863418E-003-5,34522436314871E-003i;3912,182336;0,00795731
36;0,95;-2,73658751511596E-003-5,06187318992721E-003i;3803,811634;0,005754257
37;0,38;-4,2658589705762E-003-1,83221374958022E-003i;3701,283019;0,004642689
38;0,14;6,67717343541641E-003-1,38953069456393E-003i;3604,136483;0,006820223
39;0,1;5,19471674474445E-003-2,46648767082597E-003i;3511,959079;0,005750534
40;0,3;1,07942590744632E-003-4,16598400575652E-003i;3424,379052;0,004303555
41;0,67;1,41205152742936E-003+4,60602258416572E-003i;3341,060827;0,004817607
42;1,16;-1,06296947703016E-003-1,05922961753532E-003i;3261,700713;0,001500624
43;1,9;-2,76148143026173E-003-1,44832026273706E-003i;3186,023202;0,003118238
44;2,52;-9,35217264458646E-004-1,0778714467514E-003i;3113,777778;0,001427038
45;2,98;-8,2141288902697E-003-2,99357965174126E-003i;3044,736142;0,008742622
46;3,42;-7,75223499247354E-004-6,23643119752496E-003i;2978,689805;0,006284429
47;3,34;5,5705246918826E-003-2,88247111508462E-003i;2915,447983;0,006272112
48;3,24;2,5321796152266E-003+1,01225145895765E-004i;2854,835759;0,002534202
49;2,99;1,0731216941672E-003+2,8050036850738E-003i;2796,692464;0,003003271
50;2,44;-1,40352914557358E-004+3,42697860471624E-003i;2740,870259;0,003429851
51;1,9;-3,07408586789088E-004-3,41429577233801E-003i;2687,232877;0,003428107
52;1,25;3,84757134598894E-003-1,69799984719998E-004i;2635,654511;0,003851316
53;0,61;-5,43922548318764E-005+7,69774449149526E-004i;2586,018832;0,000771694
54;0,29;3,20157637192767E-003-1,04796556748205E-003i;2538,218115;0,003368727
55;0,12;5,91573213392527E-003+5,52604122031221E-003i;2492,15245;0,008095247
56;0,1;3,11576338965185E-003-1,09482620194552E-003i;2447,729055;0,003302518
57;0,27;1,82226680396111E-003+2,88168270933371E-003i;2404,861646;0,003409509
58;0,6;6,24302322004026E-003+7,19471073815781E-003i;2363,46988;0,009525713
59;1,1;-4,68731294707844E-003+3,84161634442186E-004i;2323,478849;0,004703029
60;1,68;-1,07867001937089E-003+6,94748063743427E-005i;2284,818636;0,001080905
61;2,35;-1,26470572511109E-003+2,09827401185364E-003i;2247,423895;0,002449946
62;2,82;-3,7428895825858E-003+4,11647433556471E-003i;2211,233494;0,005563684
63;3,17;-4,25266453597563E-003-4,85099384172234E-004i;2176,190174;0,004280243
64;3,3;6,9926430197282E-003-1,20330381248124E-003i;2142,24025;0,007095421
65;3,45;-4,73845742927352E-004-2,848399234701E-003i;2109,333333;0,002887544
66;3,41;1,21046876707045E-003-1,51501163383622E-003i;2077,422088;0,0019392
67;3,29;5,35126950858698E-003+3,41446485656691E-003i;2046,461997;0,006347807
68;3,2;5,32702929140227E-003-1,35923581387696E-003i;2016,41116;0,005497705
69;2,94;-2,73176607927628E-003+3,52081643539559E-003i;1987,230101;0,004456309
70;2,47;-1,16197334454649E-003+4,773273999136E-004i;1958,881598;0,001256194
71;2;-3,01469160380326E-003+2,15756297292599E-003i;1931,33052;0,003707215
72;0,78;1,95603841291969E-004+2,90512382219449E-003i;1904,543689;0,002911701
73;0,25;-1,4606199260885E-003-2,43909623933612E-003i;1878,48974;0,002842992
74;0,1;-2,8128235857676E-003-4,19324015669417E-003i;1853,139001;0,005049281
75;0,09;9,87679937516772E-004-1,34249502253187E-003i;1828,463382;0,001666675
76;0,27;8,01988419133654E-005+3,21857840264702E-003i;1804,436268;0,003219577
77;0,65;-2,00311343082743E-003-1,59633680450783E-003i;1781,032425;0,002561397
78;1,42;-6,91068894839573E-003+4,26134188742606E-004i;1758,227913;0,006923815
79;1,96;-5,60008561842231E-003-5,08163935589415E-003i;1736;0,007562011
80;2,14;-7,42216194269435E-003+6,8430849754456E-004i;1714,327091;0,007453641
81;2,68;-7,60579111787507E-003-3,19188757703042E-003i;1693,188656;0,008248406
82;3,19;-6,97318222743291E-003-6,68568823733495E-003i;1672,565164;0,009660419
83;3,26;-1,45455240694345E-003-9,70578606870561E-004i;1652,438026;0,001748641
84;3,41;6,78672512464656E-004-6,90501708153138E-003i;1632,789536;0,006938289
85;3,36;-1,26152907660692E-003-6,01068985048146E-004i;1613,60282;0,001397405
86;3,32;1,53748829544319E-003+1,41417774344539E-003i;1594,861789;0,002088964
87;3,33;-7,17062952400563E-004+2,99676210936271E-003i;1576,551091;0,003081357
88;2,99;5,60012073096972E-004+3,09610202411283E-003i;1558,656073;0,003146341
89;2,72;5,17912910430343E-003+8,27912740575688E-003i;1541,162738;0,00976562
90;2,24;-4,60914878179153E-003+1,59621704692249E-003i;1524,057714;0,004877721
91;1,74;-8,49015506516277E-004+5,17565906159315E-004i;1507,328211;0,000994335
92;1,15;-3,4905013288395E-004-1,46837179705071E-003i;1490,961998;0,001509288
93;0,74;-6,50232260642859E-003-3,05660427855282E-003i;1474,947368;0,007184917
94;0,34;-1,79922396353562E-003+1,07325737976524E-003i;1459,273114;0,002095015
95;0,09;7,28374682566851E-003-5,51856301681629E-003i;1443,928496;0,009138244
96;0,19;3,06344686681545E-003-2,53680104984217E-003i;1428,903226;0,003977445
97;0,3;-2,08624036765833E-003-1,72275143534697E-003i;1414,187436;0,0027056
98;0,7;-2,39439699179693E-003-3,9342095583612E-003i;1399,771662;0,004605556
99;1,9;-2,82648567112618E-003+2,23443894784095E-003i;1385,646821;0,003603018
100;2,68;1,83452736732151E-006+8,83152629211452E-004i;1371,804196;0,000883155
101;3,16;4,55801569920949E-003+3,6500875702136E-004i;1358,23541;0,004572607
102;3,24;2,31955574233705E-003+1,0675676635402E-003i;1344,932419;0,002553437
103;3,38;3,79433259070273E-003-5,68616048384811E-004i;1331,887488;0,003836702
104;3,17;3,90480529508783E-003-4,94175592360236E-004i;1319,09318;0,003935951
105;2,41;-3,85315531563524E-003-2,6322897858952E-003i;1306,542341;0,00466645
106;1,22;-6,29047720428399E-003+1,62060598951204E-003i;1294,228087;0,006495881
107;0,32;7,51363005257482E-004-3,94254738173526E-003i;1282,143791;0,004013505
108;0,09;3,59273055086949E-003-7,53239743079448E-003i;1270,283071;0,008345341
109;0,22;2,44219082743769E-005-4,75043543166366E-003i;1258,63978;0,004750498
110;0,53;6,88159702282905E-004+3,77414273756308E-004i;1247,207993;0,00078486
111;0,83;-3,61921112758113E-003-3,23424575811069E-003i;1235,981998;0,004853765
112;1,11;-6,66013003039111E-004+4,93107720767056E-003i;1224,956289;0,004975851
113;1,71;3,66838718867372E-003+5,47000341929668E-003i;1214,125553;0,006586198
114;2,23;-4,70337875883854E-003+5,83092477797794E-003i;1203,484663;0,007491425
115;2,61;1,63278448439848E-003-3,60865870621853E-003i;1193,028671;0,003960859
116;3,23;3,48571151312952E-003+4,72795139494052E-003i;1182,752799;0,005873986
117;3,26;6,81918851713517E-003+1,02605925074032E-003i;1172,652434;0,00689595
118;3,29;5,68382816450578E-003+3,29892910381519E-003i;1162,723116;0,006571821
119;3,1;1,79791260595588E-003+8,41755013162352E-003i;1152,960537;0,008607418
120;2,7;-3,5923727459248E-003+5,56904372886814E-003i;1143,360533;0,006627171
121;2,32;-1,07643774145699E-002+3,04172813103755E-005i;1133,919075;0,01076442
122;1,89;-8,35507621613089E-003-3,46228104805824E-003i;1124,632269;0,009044042
123;0,96;-6,39136378638707E-003-6,51118757690094E-003i;1115,496344;0,009123875
124;0,34;-3,11886254342275E-003+3,57310891942344E-003i;1106,507655;0,004742827
125;0,27;6,73667688305679E-003-7,58454693405953E-004i;1097,66267;0,006779238
126;0,1;1,47444647287367E-003-1,21209724770845E-002i;1088,95797;0,012210322
127;0,11;-3,05666455111576E-004-1,43668266044257E-003i;1080,390244;0,001468839
128;0,12;4,08591097917812E-003+4,55241103792404E-003i;1071,956284;0,006117117
129;0,49;-2,67635167926794E-003-3,31007948393061E-003i;1063,652982;0,004256699
130;0,91;-4,3162021797936E-003+1,81614493920213E-003i;1055,477325;0,004682733
131;1,37;-1,91689908423287E-003-7,93197136851401E-004i;1047,426392;0,002074527
132;1,67;1,36471638656276E-003+2,9012037571595E-003i;1039,49735;0,003206156
133;2,08;4,25103513822259E-003-8,95768175663E-003i;1031,687453;0,009915209
134;2,55;-1,6443518441653E-003+8,26145002533944E-004i;1023,994034;0,00184022
135;2,86;2,52741921619843E-004-3,3248225845937E-005i;1016,414508;0,000254919
136;3,19;1,76790960799969E-003-2,70262173026515E-003i;1008,946363;0,0032295
137;3,39;4,35033178186226E-003+1,12928493215738E-003i;1001,587163;0,004494516
138;3,27;-2,49800165509189E-003+2,97092358381208E-004i;994,3345402;0,002515607
139;2,78;-3,81566817409271E-004-1,70178452925997E-003i;987,186197;0,001744037
140;2,24;2,51335226765143E-003-8,77908407525465E-004i;980,1399001;0,002662266
141;2,12;-2,27533052245209E-003+3,39970405434526E-003i;973,1934798;0,004090858
142;1,96;9,81275847911322E-005-6,30691366213805E-003i;966,3448276;0,006307677
143;1,41;-4,18281513421052E-004+3,52794394476973E-003i;959,5918938;0,003552654
144;0,87;-1,50604152005386E-003-3,98976872788501E-003i;952,9326856;0,004264553
145;0,42;7,11417881773699E-003-1,14789390017557E-003i;946,3652653;0,007206192
146;0,19;1,15046441175261E-002+4,24082353081799E-003i;939,8877481;0,012261379
147;0,09;1,23612396312298E-003-2,30154437978965E-003i;933,4983005;0,002612491
148;0,16;-7,79743442173846E-003+7,02202026483083E-003i;927,1951384;0,010493272
149;0,44;2,44795268470494E-003+7,29649194055902E-003i;920,9765258;0,007696185
150;0,82;4,94073803296348E-003+2,87335689308095E-003i;914,8407728;0,005715512
151;1,44;-5,18814989552235E-003-1,09198059588481E-002i;908,7862343;0,012089626
152;2,18;-5,15049763681299E-003+9,07906023779686E-003i;902,8113083;0,010438245
153;2,94;-2,04483613019151E-003+4,93103436706595E-003i;896,914435;0,005338207
154;3,33;1,7724498022641E-003+1,90930946992108E-003i;891,0940947;0,002605195
155;3,29;-7,43371982993039E-003+1,75829518109438E-002i;885,3488072;0,019089798
156;3,15;-4,19722767986353E-003+5,06068741427771E-003i;879,67713;0,006574745
157;2,95;-1,03370205896641E-002+8,77831023387199E-003i;874,0776575;0,013561443
158;2,84;-7,68959656053332E-003-6,92509653862186E-005i;868,5490196;0,007689908
159;2,41;-1,52877870731234E-002+1,08443628187626E-003i;863,0898806;0,015326201
160;1,98;-4,15247975709028E-003+6,86815905128513E-004i;857,6989382;0,004208896
161;1,44;-9,8068029788863E-003+6,91815963832664E-003i;852,3749224;0,01200143
162;1,03;3,63381623077278E-003+3,80328375153266E-003i;847,1165947;0,005260189
163;0,54;-1,30096617303022E-002+4,7120504967803E-003i;841,9227468;0,013836716
164;0,31;-5,45850038659911E-003+7,72658045810565E-003i;836,7921999;0,009460194
