0	0	0	1354192	0
1	0	0	123108,3636	0
2	0	0	64485,33333	0
3	0	0	43683,6129	0
4	0	0	33029,07317	0
5	0	0	26552,78431	0
6	0	0	22199,86885	0
7	0	0	19073,12676	0
8	0	0	16718,41975	0
9	0	0	14881,23077	0
10	0	0	13407,84158	0
11	0	0	12199,92793	0
12	0	0	11191,66942	0
13	0	0	10337,34351	0
14	0	0	9604,198582	0
15	0	0	8968,15894	0
16	0	0	8411,130435	0
17	0	0	7919,251462	0
18	0	0	7481,723757	0
19	0	0	7090,010471	0
20	0	0	6737,273632	0
21	0	0	6417,971564	0
22	0	0	6127,565611	0
23	0	0	5862,30303	0
24	0	0	5619,053942	0
25	0	0	5395,187251	0
26	0	0	5188,475096	0
27	0	0	4997,01845	0
28	0	0	4819,188612	0
29	0	0	4653,580756	0
30	0	0	4498,976744	0
31	0	0	4354,315113	0
32	0	0	4218,666667	0
33	0	0	4091,214502	0
34	0	0	3971,237537	0
35	0	0	3858,096866	0
36	0	0	3751,224377	0
37	0	0	3650,113208	0
38	0	0	3554,309711	0
39	0	0	3463,40665	0
40	0	0	3377,037406	0
41	0	0	3294,871046	0
42	0	0	3216,608076	0
43	0	0	3141,976798	0
44	0	0	3070,730159	0
45	0	0	3002,643016	0
46	0	0	2937,509761	0
47	0	0	2875,142251	0
48	0	0	2815,367983	0
49	0	0	2758,028513	0
50	0	0	2702,978044	0
51	0	0	2650,082192	0
52	0	0	2599,216891	0
53	0	0	2550,26742	0
54	0	0	2503,127542	0
55	0	0	2457,69873	0
56	0	0	2413,889483	0
57	0	0	2371,614711	0
58	0	0	2330,795181	0
59	0	0	2291,357022	0
60	0	0	2253,231281	0
61	0	0	2216,353519	0
62	0	0	2180,663446	0
63	0	0	2146,104596	0
64	0	0	2112,624025	0
65	0	0	2080,172043	0
66	0	0	2048,701967	0
67	0	0	2018,169896	0
68	0	0	1988,534508	0
69	0	0	1959,756874	0
70	0	0	1931,800285	0
71	0	0	1904,630098	0
72	0	0	1878,213592	0
73	0	0	1852,519836	0
74	0	0	1827,519568	0
75	0	0	1803,185087	0
76	0	0	1779,490145	0
77	0	0	1756,409857	0
78	0	0	1733,920615	0
79	0	0	1712	0
80	0	0	1690,626717	0
81	0	0	1669,780518	0
82	0	0	1649,442144	0
83	0	0	1629,593261	0
84	0	0	1610,216409	0
85	0	0	1591,294947	0
86	0	0	1572,813008	0
87	0	0	1554,755454	0
88	0	0	1537,107832	0
89	0	0	1519,856341	0
90	0	0	1502,987791	0
91	0	0	1486,489572	0
92	0	0	1470,34962	0
93	0	0	1454,556391	0
94	0	0	1439,098831	0
95	0	0	1423,966351	0
96	0	0	1409,148803	0
